word,definition,theme,score_distinct,score_total,flags,target_code,link
겉과 속이 다르다,마음속으로는 좋지 않게 생각하면서 겉으로는 좋은 것처럼 꾸며서 행동한다는 말. &lt;동의 속담&gt; ‘겉 다르고 속 다르다’ ‘겉 보기와 안 보기가 다르다’,vitality,1,1,sexual:gray,607089,https://opendict.korean.go.kr/dictionary/view?sense_no=607089
겉 다르고 속 다르다,겉으로 드러나는 행동과 마음속으로 품고 있는 생각이 서로 달라서 사람의 됨됨이가 바르지 못함을 이르는 말.,vitality,1,1,sexual:gray,607085,https://opendict.korean.go.kr/dictionary/view?sense_no=607085
겉 보기와 안 보기가 다르다,마음속으로는 좋지 않게 생각하면서 겉으로는 좋은 것처럼 꾸며서 행동한다는 말. &lt;동의 속담&gt; ‘겉 다르고 속 다르다’ ‘겉과 속이 다르다’,vitality,1,1,sexual:gray,607088,https://opendict.korean.go.kr/dictionary/view?sense_no=607088
곁불에 게 잡을 생각한다,"저는 불을 켜 들지도 않고 남이 든 곁불에 게를 잡아 볼 생각을 한다는 뜻으로, 자기 자신의 노력은 들이지 않고 남의 덕으로 이익을 얻으려 하는 행동을 비유적으로 이르는 말.",vitality,1,1,,607705,https://opendict.korean.go.kr/dictionary/view?sense_no=607705
계집애가 오랍아 하니 머슴애도[사내도] 오랍아 한다,"계집아이가 ‘오빠’라고 부른다고 하여 남자도 ‘형’이라고 해야 할 것을 덩달아 ‘오빠’라고 부른다는 뜻으로, 제 주견이 없이 덮어놓고 남이 하는 대로 따라 행동함을 비웃는 말.",vitality,1,1,sexual:gray,600996,https://opendict.korean.go.kr/dictionary/view?sense_no=600996
고양이 발에 덕석,아무도 모르게 감쪽같이 행동함을 비유적으로 이르는 말.,vitality,1,1,,601059,https://opendict.korean.go.kr/dictionary/view?sense_no=601059
곰배팔이 파리 잡듯,하는 행동이 몹시 거북스럽고 어색함을 비유적으로 이르는 말.,vitality,1,1,sexual:gray,601150,https://opendict.korean.go.kr/dictionary/view?sense_no=601150
공것 바라다가 낚시에 걸린다,사람들이 물건을 거저 주거나 뇌물을 바치는 것은 어떤 잇속이 있어서 그러는 것이기 때문에 공연히 남에게 공것을 받아먹기 좋아하다가는 음흉한 목적을 가지고 파 놓은 함정에 빠질 수 있음을 경계하여 이르는 말.,vitality,1,1,sexual:gray,607580,https://opendict.korean.go.kr/dictionary/view?sense_no=607580
공것이라면 사족을 못 쓴다,공것이라면 체면도 차리지 않고 날뛰는 행동을 놀림조로 이르는 말.,vitality,1,1,,607590,https://opendict.korean.go.kr/dictionary/view?sense_no=607590
과거 전에 창부,"과거 시험에 합격하여 벼슬아치가 되기도 전에 기생을 데리고 노는 데 재미를 붙였다는 뜻으로, 일이 이루어지기도 전에 다 된 듯이 경솔하고 망령되게 행동함을 비꼬는 말.",vitality,1,1,sexual:gray|violent:gray,607702,https://opendict.korean.go.kr/dictionary/view?sense_no=607702
곽란에 약 지으러 보내면 좋겠다,급히 서둘러야 할 경우에도 미련하여 행동이 민첩하지 못함을 비꼬는 말.,vitality,1,1,sexual:gray,607897,https://opendict.korean.go.kr/dictionary/view?sense_no=607897
광대 끈 떨어졌다,"광대가 연기를 할 때 탈의 끈이 떨어졌다는 뜻으로, 의지할 데가 없어 꼼짝을 못 하게 됨을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘끈 떨어진 뒤웅박[갓/둥우리/망석중이]’ ‘턱 떨어진 광대’",vitality,1,1,,601201,https://opendict.korean.go.kr/dictionary/view?sense_no=601201
괴 목에 방울 달고 뛴다,"쥐가 고양이 목에 방울을 달고 달아난다는 뜻으로, 우둔하게 위험한 행동을 하는 것을 풍자하여 이르는 말.",vitality,1,1,,607417,https://opendict.korean.go.kr/dictionary/view?sense_no=607417
"구멍을 파는 데는 칼이 끌만 못하고, 쥐 잡는 데는 천리마[용마]가 고양이만 못하다",어느 한 분야에서 뛰어난 재주를 가진 사람도 다른 분야에 대해서는 생소할 수 있음을 비유적으로 이르는 말.,vitality,1,1,sexual:gray|violent:gray,607577,https://opendict.korean.go.kr/dictionary/view?sense_no=607577
굼벵이가 지붕에서 떨어지는 것은 매미 될 셈이 있어 떨어진다,"굼벵이가 떨어지면 남들은 잘못하여 떨어졌으려니 하고 웃을 것이나 제 딴에는 매미가 될 뚜렷한 목적이 있어 떨어진다는 뜻으로, 남 보기에는 못나고 어리석은 행동도 그렇게 하는 그 자신에게 있어서는 요긴한 뜻이 있어 하는 것임을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘굼벵이가 지붕에서 떨어질 때는 생각이 있어 떨어진다’",vitality,1,1,violent:gray,601300,https://opendict.korean.go.kr/dictionary/view?sense_no=601300
굼벵이가 지붕에서 떨어질 때는 생각이 있어 떨어진다,"굼벵이가 떨어지면 남들은 잘못하여 떨어졌으려니 하고 웃을 것이나 제 딴에는 무언가 뚜렷한 목적이 있어 떨어진다는 뜻으로, 남 보기에는 못나고 어리석은 행동도 그렇게 하는 그 자신에게 있어서는 요긴한 뜻이 있어 하는 것임을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘굼벵이가 지붕에서 떨어지는 것은 매미 될 셈이 있어 떨어진다’",vitality,1,1,violent:gray,601301,https://opendict.korean.go.kr/dictionary/view?sense_no=601301
굼벵이(도) 구르는 재주(가) 있다,아무런 능력이 없는 사람이 남의 관심을 끌 만한 행동을 함을 놀림조로 이르는 말.,vitality,1,1,,601295,https://opendict.korean.go.kr/dictionary/view?sense_no=601295
귀 작으면 앙큼하고 담대하다,귀가 작으면 흔히 속이 앙큼하고 담이 크다고 하여 귀가 작은 사람을 놀림조로 이르는 말.,vitality,1,1,,607681,https://opendict.korean.go.kr/dictionary/view?sense_no=607681
그믐밤에 홍두깨 내민다[내밀듯],별안간 엉뚱한 말이나 행동을 함을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘아닌 밤중에 홍두깨 (내밀듯)’ ‘어두운 밤에 주먹질’ ‘어두운 밤중에 홍두깨 (내밀듯)’,vitality,1,1,,1392345,https://opendict.korean.go.kr/dictionary/view?sense_no=1392345
금주에 누룩 흥정[장사],"술을 빚거나 파는 것을 금하고 있을 때에 누룩 장사를 한다는 뜻으로, 세상 물정에 어둡고 소견 없는 엉뚱한 행동을 함을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘주금에 누룩 장사’",vitality,1,1,,608205,https://opendict.korean.go.kr/dictionary/view?sense_no=608205
급한 길은 에워가라,급하다고 서두르면 도리어 실수할 수 있으므로 급할수록 앞뒤를 헤아려서 침착하게 행동하라는 말.,vitality,1,1,,601454,https://opendict.korean.go.kr/dictionary/view?sense_no=601454
기린이 늙으면 노마만 못하다,뛰어난 사람도 늙어서 기력이 없어지면 그 능력을 충분히 발휘할 수 없음을 비유적으로 이르는 말.,vitality,1,1,sexual:gray,601462,https://opendict.korean.go.kr/dictionary/view?sense_no=601462
기생의 자릿저고리,"요란히 분 냄새가 풍기는 비단 저고리이기는 하나 낡고 꼬깃꼬깃해져 볼품이 없는 기생의 자릿저고리처럼, 이름은 요란하나 실상은 헌 넝마와 같이 전혀 쓸모없는 것을 비유적으로 이르는 말.",vitality,1,1,sexual:gray,607988,https://opendict.korean.go.kr/dictionary/view?sense_no=607988
기와집 물려준 자손은 제사를 두 번 지내야 한다,초가집 지붕 이기가 귀찮고 힘듦을 이르는 말.,vitality,1,1,,601467,https://opendict.korean.go.kr/dictionary/view?sense_no=601467
길고 짧은 것은 대어[재어] 보아야 안다,"크고 작고, 이기고 지고, 잘하고 못하는 것은 실지로 겨루어 보거나 겪어 보아야 알 수 있다는 말. &lt;동의 속담&gt; ‘길든 짧든 대보아야 한다’",vitality,1,1,,607977,https://opendict.korean.go.kr/dictionary/view?sense_no=607977
길든 짧든 대보아야 한다,"크고 작고, 이기고 지고, 잘하고 못하는 것은 실지로 겨루어 보거나 겪어 보아야 알 수 있다는 말. &lt;동의 속담&gt; ‘길고 짧은 것은 대어[재어] 보아야 안다’",vitality,1,1,,607978,https://opendict.korean.go.kr/dictionary/view?sense_no=607978
꼴 보고 이름 짓는다,"사람을 평가할 때에, 그 사람의 품격과 행동을 중요하게 여긴다는 말.",vitality,1,1,,608242,https://opendict.korean.go.kr/dictionary/view?sense_no=608242
꽃밭에 불 지른다,풍류를 모르는 행동을 비유적으로 이르는 말.,vitality,1,1,,608044,https://opendict.korean.go.kr/dictionary/view?sense_no=608044
꽃은 웃어도 소리가 없고 새는 울어도 눈물이 없다,마음에 없는 행동을 함을 비유적으로 이르는 말.,vitality,1,1,sexual:gray,608257,https://opendict.korean.go.kr/dictionary/view?sense_no=608257
꿀보다 약과가 달다,"약과는 꿀을 넣어서 만드는 것이기 때문에 꿀보다 달 수가 없는데 그렇다는 뜻으로, 앞뒤가 바뀌어 사리에 어긋남을 비유적으로 이르는 말.",vitality,1,1,,601584,https://opendict.korean.go.kr/dictionary/view?sense_no=601584
끈 떨어진 뒤웅박[갓/둥우리/망석중이],의지할 데가 없어 꼼짝을 못하게 됨을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘광대 끈 떨어졌다’ ‘턱 떨어진 광대’,vitality,1,1,,608153,https://opendict.korean.go.kr/dictionary/view?sense_no=608153
나갔던 상주 제청에 달려들 듯,"제사를 지내야 하는 상주가 제삿날을 잊어버리고 나갔다가 돌아와 허둥지둥 제청으로 들어간다는 뜻으로, 마음의 준비 없이 일을 당하여 몹시 급하게 서두르는 모양을 비유적으로 이르는 말.",vitality,1,1,sexual:gray,601639,https://opendict.korean.go.kr/dictionary/view?sense_no=601639
나그네 얼굴 보아 가며 바가지로 밥을 주고 주인 모양 보아 가며 손으로 밥 주어 먹는다,상대편이 자기에게 어떻게 대하는가를 살피고 거기에 맞추어 행동하는 경우를 비유적으로 이르는 말.,vitality,1,1,violent:gray,608617,https://opendict.korean.go.kr/dictionary/view?sense_no=608617
나는 바담 풍(風) 해도 너는 바람 풍 해라,"옛날 어느 서당에서 선생님이 ‘바람풍’ 자를 가르치는데 혀가 짧아서 ‘바담 풍’으로 발음하니 학생들도 ‘바담 풍’으로 외운 데서 나온 말로, 자신은 잘못된 행동을 하면서 남보고는 잘하라고 요구하는 말.",vitality,1,1,sexual:gray,601602,https://opendict.korean.go.kr/dictionary/view?sense_no=601602
나는 새에게 여기 앉아라 저기 앉아라 할 수 없다,저마다 의지가 있는 사람의 자유를 구속할 수 없음을 비유적으로 이르는 말.,vitality,1,1,sexual:gray,608122,https://opendict.korean.go.kr/dictionary/view?sense_no=608122
나루 건너 배 타기,무슨 일에나 순서가 있어 건너뛰어서는 할 수 없음을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘내 건너 배 타기’,vitality,1,1,sexual:gray,608191,https://opendict.korean.go.kr/dictionary/view?sense_no=608191
나무도 달라서 층암절벽에 선다[산다],어떤 생각이 있어서 남에게 의지함을 비유적으로 이르는 말.,vitality,1,1,,608175,https://opendict.korean.go.kr/dictionary/view?sense_no=608175
나무에도 못 대고 돌에도 못 댄다,아무 데도 의지할 곳이 없음을 비유적으로 이르는 말.,vitality,1,1,sexual:gray,608187,https://opendict.korean.go.kr/dictionary/view?sense_no=608187
난 대로 있다,하는 행동이나 성격 따위가 어릴 때와 마찬가지로 그대로 남아 있음을 이르는 말.,vitality,1,1,sexual:gray,601574,https://opendict.korean.go.kr/dictionary/view?sense_no=601574
낟가리에 불 질러 놓고 손발 쬐일 놈,매우 우둔하고 미련한 행동을 하는 사람을 비유적으로 이르는 말.,vitality,1,1,violent:gray,608601,https://opendict.korean.go.kr/dictionary/view?sense_no=608601
날개 부러진 새,행동의 기본 수단을 잃고 옴짝달싹할 수 없는 처지에 빠진 사람을 비유적으로 이르는 말.,vitality,1,1,,608347,https://opendict.korean.go.kr/dictionary/view?sense_no=608347
남의 소에 멍에를 메워 제 밭을 간다,남의 것을 가지고 자기의 이익을 채우는 염치없는 행동을 함을 비유적으로 이르는 말.,vitality,1,1,,608496,https://opendict.korean.go.kr/dictionary/view?sense_no=608496
남의 술에 삼십 리 간다,"남에게 술을 얻어먹기 위해서 삼십 리라는 먼 길도 간다는 뜻으로, 공짜를 좋아하는 행동을 비유적으로 이르는 말.",vitality,1,1,,608503,https://opendict.korean.go.kr/dictionary/view?sense_no=608503
낯을 들고 다니는 처녀도 선을 보아야 한다,"혼사를 결정하자면 아무리 얼굴을 들고 다니는 처녀라도 한번 만나 선을 보아야 한다는 뜻으로, 무슨 일이나 결심을 내리기 위해서는 대상을 파악하기 위해서 직접 만나 보거나 알아보아야 함을 비유적으로 이르는 말.",vitality,1,1,,601718,https://opendict.korean.go.kr/dictionary/view?sense_no=601718
내 건너 배 타기,무슨 일에나 순서가 있어 건너뛰어서는 할 수 없음을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘나루 건너 배 타기’,vitality,1,1,sexual:gray,601754,https://opendict.korean.go.kr/dictionary/view?sense_no=601754
내닫기는 주막집 강아지라,어떤 일이 있을 때마다 잘 뛰어들어 참견을 하는 사람을 비꼬아 이르는 말. &lt;동의 속담&gt; ‘내뛰기는 주막집 강아지라’,vitality,1,1,,608602,https://opendict.korean.go.kr/dictionary/view?sense_no=608602
내뛰기는 주막집 강아지라,어떤 일이 있을 때마다 잘 뛰어들어 참견을 하는 사람을 비꼬아 이르는 말. &lt;동의 속담&gt; ‘내닫기는 주막집 강아지라’,vitality,1,1,,608362,https://opendict.korean.go.kr/dictionary/view?sense_no=608362
냇가 돌 닳듯,세상에 시달려 성격이 약아지고 모질어짐을 비유적으로 이르는 말.,vitality,1,1,,601757,https://opendict.korean.go.kr/dictionary/view?sense_no=601757
너의 집도 굴뚝으로 불을 때야 하겠다,"불을 거꾸로 때야 할 집이라는 뜻으로, 일이 꼬이기만 하는 집안을 이르는 말.",vitality,1,1,,601857,https://opendict.korean.go.kr/dictionary/view?sense_no=601857
노래기 푸념한 데 가 시룻번이나 얻어먹어라,"고약한 노린내가 나는 노래기를 먹기가 힘들다고 푸념하는 사람에게 가서 시룻번을 얻어먹으라는 뜻으로, 염치도 체면도 없이 행동함을 핀잔하는 말. &lt;동의 속담&gt; ‘노래기 회도 먹겠다’ ‘장지네 회 쳐 먹겠다’",vitality,1,1,,601903,https://opendict.korean.go.kr/dictionary/view?sense_no=601903
노래기 회도 먹겠다,"고약한 노린내가 나는 노래기의 회를 먹는다는 뜻으로, 염치도 체면도 없이 행동함을 핀잔하는 말. &lt;동의 속담&gt; ‘노래기 푸념한 데 가 시룻번이나 얻어먹어라’ ‘장지네 회 쳐 먹겠다’",vitality,1,1,,601904,https://opendict.korean.go.kr/dictionary/view?sense_no=601904
녹용 대가리 베어 가는 셈,어떤 것 중에서 가장 중요한 핵심 부분을 가로채어 가는 염치없는 행동을 비유적으로 이르는 말.,vitality,1,1,,608674,https://opendict.korean.go.kr/dictionary/view?sense_no=608674
누워 뜨는 소,아주 느리고 끈질긴 사람이나 그 행동을 비유적으로 이르는 말.,vitality,1,1,,608886,https://opendict.korean.go.kr/dictionary/view?sense_no=608886
눈앞에서 자랑 말고 뒤에서 꾸짖지 마라,눈앞에서는 아첨하고 뒤에서는 헐뜯는 간교한 행동을 하지 말라는 말.,vitality,1,1,,608597,https://opendict.korean.go.kr/dictionary/view?sense_no=608597
눈 오는 날 개 싸다니듯,"눈이 오면 개들이 좋아하고 달려 나와서 돌아다닌다는 뜻으로, 쓸데없이 돌아다니기 좋아함을 비유적으로 이르는 말.",vitality,1,1,,601998,https://opendict.korean.go.kr/dictionary/view?sense_no=601998
눈 와야 솔이 푸른 줄 안다,어려운 상황이 되어야 그것을 이기는 것을 보고 사람의 진짜 됨됨이를 알 수 있게 된다는 말.,vitality,1,1,,602000,https://opendict.korean.go.kr/dictionary/view?sense_no=602000
늙으면 아이 된다,늙으면 말과 행동이 오히려 어린아이와 같이 된다는 말. &lt;동의 속담&gt; ‘나이가 들면 어린애가 된다’ ‘늙은이 아이 된다’,vitality,1,1,,608940,https://opendict.korean.go.kr/dictionary/view?sense_no=608940
늙은 소 흥정하듯,행동이 느림을 비유적으로 이르는 말.,vitality,1,1,,608956,https://opendict.korean.go.kr/dictionary/view?sense_no=608956
늙은 영감 덜미 잡기,인정 없고 심술궂으며 무도한 짓을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘빚값에 계집 뺏기’ ‘무죄한 놈 뺨 치기’ ‘우는 아이 똥 먹이기’,vitality,1,1,sexual:gray,608958,https://opendict.korean.go.kr/dictionary/view?sense_no=608958
늙은이 아이 된다,늙으면 말과 행동이 오히려 어린아이와 같이 된다는 말. &lt;동의 속담&gt; ‘늙으면 아이 된다’ ‘나이가 들면 어린애가 된다’,vitality,1,1,,602057,https://opendict.korean.go.kr/dictionary/view?sense_no=602057
늙을수록 느는 건 잔소리뿐이다,늙어 갈수록 남의 일이나 행동에 대한 타박이 많아져 잔소리가 심해짐을 이르는 말.,vitality,1,1,,608964,https://opendict.korean.go.kr/dictionary/view?sense_no=608964
다 된 죽에 코 빠졌다,거의 다 된 일을 망쳐 버리는 주책없는 행동을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘다 된 죽에 코 풀기’,vitality,1,1,violent:gray,608982,https://opendict.korean.go.kr/dictionary/view?sense_no=608982
다 밝게 범두와 소리라,"범두와 소리를 하고 다니는 순라군이 밤에는 다니지 아니하고 날이 밝아서야 비로소 일어나 다닌다는 뜻으로, 때가 이미 늦었음을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘늦은 밥 먹고 파장(罷場) 간다’",vitality,1,1,sexual:gray,608989,https://opendict.korean.go.kr/dictionary/view?sense_no=608989
단김에 소뿔 빼듯,"든든히 박힌 소의 뿔을 뽑으려면 불로 달구어 놓은 김에 해치워야 한다는 뜻으로, 어떤 일이든지 하려고 생각했으면 한창 열이 올랐을 때 망설이지 말고 곧 행동으로 옮겨야 함을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘쇠뿔도 단김에 빼랬다[빼라]’",vitality,1,1,violent:gray,602044,https://opendict.korean.go.kr/dictionary/view?sense_no=602044
단백사위 촉(蜀) 간다,"윷놀이에서, 마지막 고비에 한 번 윷을 놂으로써 이기고 지는 것이 결정될 때 그만 지고 말았다는 뜻으로, 무슨 일이든지 단수(單手)에 실패를 보게 됨을 비유적으로 이르는 말.",vitality,1,1,violent:gray,602105,https://opendict.korean.go.kr/dictionary/view?sense_no=602105
달아매인 돼지가 누운 돼지 나무란다,"잡혀서 푸줏간에 매달린 돼지가 살아서 누워 있는 돼지를 보고 무엇을 잘못한다고 꾸짖는다는 뜻으로, 더없이 어려운 처지에 있으면서도 오히려 저보다 나은 처지에 있는 사람을 흉보는 어리석은 행동을 비유적으로 이르는 말.",vitality,1,1,violent:gray,602122,https://opendict.korean.go.kr/dictionary/view?sense_no=602122
닭 손님으로는 아니 간다,"닭장에 낯선 닭이 들어오면 본래 있던 닭이 달려들어 못살게 굴듯이, 손님을 반가워하지 않는 집에는 가야 좋은 대접을 받지 못함을 비유적으로 이르는 말.",vitality,1,1,,609177,https://opendict.korean.go.kr/dictionary/view?sense_no=609177
닭이 천이면 봉이 한 마리 있다,사람이 많으면 그중에는 뛰어난 사람도 있음을 비유적으로 이르는 말.,vitality,1,1,sexual:gray,609197,https://opendict.korean.go.kr/dictionary/view?sense_no=609197
대들보 썩는 줄 모르고 기왓장 아끼는 격,장차 크게 손해 볼 것은 모르고 당장 돈이 조금 든다고 사소한 것을 아끼는 어리석은 행동을 비유적으로 이르는 말.,vitality,1,1,,609319,https://opendict.korean.go.kr/dictionary/view?sense_no=609319
덴 데 털 안 난다,"크게 덴 상처에는 털이 안 난다는 뜻으로, 한 번 크게 실패를 하면 다시 일어나기 어려움을 비유적으로 이르는 말.",vitality,1,1,violent:gray,602224,https://opendict.korean.go.kr/dictionary/view?sense_no=602224
도깨비는 쳐다볼수록 커 보인다,무슨 일에서나 대담하지 못하고 무서워하기만 하면 더욱 무서워지기 마련임을 비유적으로 이르는 말.,vitality,1,1,,609406,https://opendict.korean.go.kr/dictionary/view?sense_no=609406
도깨비도 수풀이 있어야 모인다,누구나 의지할 곳이 있어야 무슨 일이든 시작하거나 이룰 수가 있음을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘소도 언덕이 있어야 비빈다’,vitality,1,1,sexual:gray,609407,https://opendict.korean.go.kr/dictionary/view?sense_no=609407
도끼를 들고 나물 캐러 간다,"나물을 캐기 어려운 우둔하고 무거운 도끼를 들고 나물을 캐러 간다는 뜻으로, 격에 맞지 않는 행동을 함을 비유적으로 이르는 말.",vitality,1,1,,602199,https://opendict.korean.go.kr/dictionary/view?sense_no=602199
도는 개는 배 채우고 누운 개는 옆 챈다,활동하면 얻는 바가 있지만 누워서 게으름이나 피우면 옆구리나 차이기 마련임을 비유적으로 이르는 말.,vitality,1,1,violent:gray,609539,https://opendict.korean.go.kr/dictionary/view?sense_no=609539
도련님은 당나귀가 제격이라,제격에 맞게 물건을 쓰거나 행동해야 어울림을 비유적으로 이르는 말.,vitality,1,1,,609108,https://opendict.korean.go.kr/dictionary/view?sense_no=609108
독사의 입에서 독이 나온다,본바탕이 악한 사람은 결국 악한 행동만 함을 비유적으로 이르는 말.,vitality,1,1,,602270,https://opendict.korean.go.kr/dictionary/view?sense_no=602270
동기간 싸움은 칼로 물 베기,동기간은 싸워도 화합하기 쉬움을 비유적으로 이르는 말.,vitality,1,1,violent:gray,609349,https://opendict.korean.go.kr/dictionary/view?sense_no=609349
동무 몰래 양식 내기,"추렴을 내는데 동무가 모르게 낸다면 그 사실을 아무도 모른다는 뜻으로, 힘만 들이고 아무런 공이 나타나지 아니하게 됨을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘어두운 밤에 눈 깜짝이기’ ‘절 모르고 시주하기’",vitality,1,1,,609031,https://opendict.korean.go.kr/dictionary/view?sense_no=609031
동정 못 다는 며느리 맹물 발라 머리 빗는다,"동정 하나 제대로 못 달아 너절하게 하고 사는 며느리가 그래도 모양을 내겠다고 물 발라 머리만 빗고 있다는 뜻으로, 일을 할 줄 모르는 주제에 멋만 부리는 밉살스러운 행동을 비꼬는 말. &lt;동의 속담&gt; ‘부뚜막 땜질 못하는 며느리 이마의 털만 뽑는다’",vitality,1,1,,609364,https://opendict.korean.go.kr/dictionary/view?sense_no=609364
동정호 칠백 리를 내 당나귀 타고 간다,자기의 세력이 미치는 곳에서 자기 마음대로 행동함을 비유적으로 이르는 말.,vitality,1,1,sexual:gray,602373,https://opendict.korean.go.kr/dictionary/view?sense_no=602373
돼지도 낯을 붉히겠다,매우 뻔뻔스러운 행동을 하는 사람을 비난하는 말.,vitality,1,1,violent:gray,602475,https://opendict.korean.go.kr/dictionary/view?sense_no=602475
돼지 왼 발톱,상궤에 벗어난 일을 하거나 남과 다른 행동을 하는 것을 비유적으로 이르는 말.,vitality,1,1,,602472,https://opendict.korean.go.kr/dictionary/view?sense_no=602472
두꺼비 엎디는 뜻은 덮치자는 뜻이라,아무리 평범한 행동이라도 다 목적이 있음을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘개구리 움츠리는[주저앉는] 뜻은 멀리 뛰자는 뜻이다’,vitality,1,1,sexual:gray,609358,https://opendict.korean.go.kr/dictionary/view?sense_no=609358
두 손뼉이 맞아야 소리가 난다,서로 똑같기 때문에 말다툼이나 싸움이 된다는 말.,vitality,1,1,violent:gray,602436,https://opendict.korean.go.kr/dictionary/view?sense_no=602436
등 치고 배 만진다,"남의 등을 치고나서 배를 만져 주며 그를 구원하는 체한다는 뜻으로, 교활하고 음흉한 자의 행동을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘병 주고 약 준다’ ‘술 먹여 놓고 해장 가자 부른다’",vitality,1,1,sexual:gray|violent:gray,609843,https://opendict.korean.go.kr/dictionary/view?sense_no=609843
떡 본 도깨비,떡 보고 좋아서 날뛰는 도깨비처럼 몹시 덤비면서 염치없이 달려드는 사람을 이르는 말.,vitality,1,1,,602610,https://opendict.korean.go.kr/dictionary/view?sense_no=602610
떡 해 먹을 집안,"떡을 하여 고사를 지내야 할 집안이라는 뜻으로, 화합하지 못하고 어려운 일만 계속해서 일어나는 집안을 이르는 말.",vitality,1,1,,602622,https://opendict.korean.go.kr/dictionary/view?sense_no=602622
뗏말에 망아지,여럿의 틈에 끼어 뛰어다님을 이르는 말.,vitality,1,1,,609342,https://opendict.korean.go.kr/dictionary/view?sense_no=609342
마구 뚫은 창,질서나 순서도 없이 되는대로 함부로 하는 행동을 이르는 말.,vitality,1,1,violent:gray,609819,https://opendict.korean.go.kr/dictionary/view?sense_no=609819
마음이 흔들비쭉이라,심지가 굳지 못하고 감정에 좌우되어 주견 없이 행동하는 사람을 이르는 말.,vitality,1,1,sexual:gray,610059,https://opendict.korean.go.kr/dictionary/view?sense_no=610059
막내둥이 응석 받듯,어떠한 말이나 행동을 하더라도 하는 대로 내버려둠을 이르는 말.,vitality,1,1,,602740,https://opendict.korean.go.kr/dictionary/view?sense_no=602740
막대 잃은 장님,의지할 곳을 잃고 꼼짝 못 하게 된 처지를 이르는 말.,vitality,1,1,,602714,https://opendict.korean.go.kr/dictionary/view?sense_no=602714
많이 생각하고 적게 말하고 더 적게 써라,말과 행동보다 생각이 앞서야 한다는 말.,vitality,1,1,,602739,https://opendict.korean.go.kr/dictionary/view?sense_no=602739
말 꼬리에 파리가 천 리 간다,남의 세력에 의지하여 기운을 편다는 말. &lt;동의 속담&gt; ‘천리마 꼬리에 쉬파리 따라가듯’,vitality,1,1,,602751,https://opendict.korean.go.kr/dictionary/view?sense_no=602751
말로만 꾸려 간다,실제 행동은 하지 아니하고 말로만 때우는 것을 이르는 말.,vitality,1,1,,609753,https://opendict.korean.go.kr/dictionary/view?sense_no=609753
말이 미치면 소도 미친다,남이 하는 대로 덩달아 따라 행동함을 부정적으로 이르는 말. &lt;동의 속담&gt; ‘소가 미치면 말도 미친다’,vitality,1,1,,602774,https://opendict.korean.go.kr/dictionary/view?sense_no=602774
말이 앞서지 일이 앞서는 사람 본 일 없다,말없이 실천하는 사람은 드물다는 말.,vitality,1,1,,609781,https://opendict.korean.go.kr/dictionary/view?sense_no=609781
망둥이 제 동무 잡아먹는다,동류(同類)나 친척 간에 서로 싸움을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘갈치가 갈치 꼬리 문다’ ‘망둥이 제 새끼 잡아먹듯’,vitality,1,1,violent:gray,602798,https://opendict.korean.go.kr/dictionary/view?sense_no=602798
망둥이 제 새끼 잡아먹듯,동류(同類)나 친척 간에 서로 싸움을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘망둥이 제 동무 잡아먹는다’ ‘갈치가 갈치 꼬리 문다’,vitality,1,1,violent:gray,602799,https://opendict.korean.go.kr/dictionary/view?sense_no=602799
멋에 치여 중 서방질한다,자기 몸을 망치면서도 흥에 이기지 못해 방탕에 빠짐을 이르는 말.,vitality,1,1,,602879,https://opendict.korean.go.kr/dictionary/view?sense_no=602879
모내기 철에는 아궁 앞의 부지깽이도 뛴다,모내기 철에는 모든 사람이 바쁘게 뛰어다니게 됨을 비유적으로 이르는 말.,vitality,1,1,,602919,https://opendict.korean.go.kr/dictionary/view?sense_no=602919
모르고 한 번 알고 한 번,다시는 되풀이하지 않겠다고 결심하는 말.,vitality,1,1,,610001,https://opendict.korean.go.kr/dictionary/view?sense_no=610001
모진 놈은 계집 치고 흐린 놈은 세간 친다,"부부 싸움을 할 때, 모진 남자는 부인을 때리고 흐릿한 남자는 세간을 부수어 분을 푼다는 말.",vitality,1,1,sexual:gray|violent:gray,610347,https://opendict.korean.go.kr/dictionary/view?sense_no=610347
목 벤 놈 허리 베고 허리 벤 놈 목밖에 더 베겠는가,해내고야 말 것임을 굳게 결심함을 속되게 이르는 말.,vitality,1,1,,610334,https://opendict.korean.go.kr/dictionary/view?sense_no=610334
