word,definition,theme,score_distinct,score_total,flags,target_code,link
부지런한 범재가 부지런하지 못한 천재보다 낫다,"부지런한 보통 사람이 부지런하지 못한 천재보다 낫다는 뜻으로, 꾸준히 노력하여 공부하면 인재가 될 수 있다는 말.",growth,4,7,,611446,https://opendict.korean.go.kr/dictionary/view?sense_no=611446
구르는 돌은 이끼가 안 낀다,부지런하고 꾸준히 노력하는 사람은 침체되지 않고 계속 발전한다는 말.,growth,4,4,,607766,https://opendict.korean.go.kr/dictionary/view?sense_no=607766
배부른 고양이는 쥐를 잡지 않는다,가난한 사람은 부지런하지만 돈 있는 사람은 게으르다는 것을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘배부른 매는 사냥을 않는다’,growth,4,4,violent:gray,610846,https://opendict.korean.go.kr/dictionary/view?sense_no=610846
배부른 매는 사냥을 않는다,가난한 사람은 부지런하지만 돈 있는 사람은 게으르다는 것을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘배부른 고양이는 쥐를 잡지 않는다’,growth,4,4,violent:gray,610849,https://opendict.korean.go.kr/dictionary/view?sense_no=610849
작은 부자는 노력이 만들고 큰 부자는 하늘이 만든다,"돈을 벌어 작은 부자가 되는 것은 인간의 노력으로 가능하지만 큰 부자는 인간의 노력만으로는 가능하지 아니하다는 뜻으로, 인간의 노력에는 한계가 있음을 이르는 말.",growth,3,9,sexual:gray,614287,https://opendict.korean.go.kr/dictionary/view?sense_no=614287
걸음새 뜬 소가 천 리를 간다,"소는 비록 걸음이 뜨기는 하지만 한결같이 꾸준히 걸어가 마침내는 천 리를 간다는 뜻으로, 꾸준히 인내하면 큰 성과를 낼 수 있음을 비유적으로 이르는 말.",growth,3,5,sexual:gray,600918,https://opendict.korean.go.kr/dictionary/view?sense_no=600918
삼대 거지 없고 삼대 부자 없다,"삼대에 걸쳐서 계속 거지 노릇만 하는 집안도 없고 계속 부자인 집안도 없다는 뜻으로, 많은 재산이 오랫동안 유지될 수 없으며 가난한 형편 또한 오래가지 않는다는 것을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘삼대 정승이 없고 삼대 거지가 없다’",growth,3,4,,604006,https://opendict.korean.go.kr/dictionary/view?sense_no=604006
십 년 적공이면 한 가지 성공을 한다,무슨 일이든지 오랫동안 꾸준히 노력하면 마침내는 성공하게 됨을 이르는 말.,growth,3,4,,604606,https://opendict.korean.go.kr/dictionary/view?sense_no=604606
천 리 길도 첫 걸음으로 시작된다,‘천 리 길도 한 걸음부터’의 북한 속담.,growth,3,4,sexual:gray,615261,https://opendict.korean.go.kr/dictionary/view?sense_no=615261
삼대 정승이 없고 삼대 거지가 없다,"삼대에 걸쳐서 계속 정승을 배출하는 집안도 없고 계속 거지인 집안도 없다는 뜻으로, 많은 재산이 오랫동안 유지될 수 없으며 가난한 형편 또한 오래가지 않는다는 것을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘삼대 거지 없고 삼대 부자 없다’",growth,3,3,,604008,https://opendict.korean.go.kr/dictionary/view?sense_no=604008
소같이 벌어서[일하고] 쥐같이 먹어라,"소같이 꾸준하고 힘써 일하여 많이 벌어서는 쥐같이 조금씩 먹으라는 뜻으로, 일은 열심히 하여서 돈은 많이 벌고 생활은 아껴서 검소하게 하라는 말.",growth,3,3,violent:gray,612627,https://opendict.korean.go.kr/dictionary/view?sense_no=612627
천 리 길도 한 걸음부터,무슨 일이나 그 일의 시작이 중요하다는 말.,growth,3,3,sexual:gray,615262,https://opendict.korean.go.kr/dictionary/view?sense_no=615262
첫새벽에 문을 열면 오복이 들어온다,"아침 일찍 일어나 문을 열면 온갖 복이 들어온다는 뜻으로, 게으름을 피우지 말고 일찍 일어나 부지런히 일하라는 말.",growth,3,3,violent:gray,615316,https://opendict.korean.go.kr/dictionary/view?sense_no=615316
돈이 없으면 적막강산이요 돈이 있으면 금수강산이라,경제적으로 넉넉하여야 삶을 즐길 수 있음을 이르는 말. &lt;동의 속담&gt; ‘돈 있으면 활량 돈 못 쓰면 건달’,growth,2,5,sexual:gray|violent:gray,609150,https://opendict.korean.go.kr/dictionary/view?sense_no=609150
돈 있으면 활량 돈 못 쓰면 건달,경제적으로 넉넉하여야 삶을 즐길 수 있음을 이르는 말. &lt;동의 속담&gt; ‘돈이 없으면 적막강산이요 돈이 있으면 금수강산이라’,growth,2,5,sexual:gray|violent:gray,609131,https://opendict.korean.go.kr/dictionary/view?sense_no=609131
가난한 사람 걱정은 결국 돈 한 가지 없다는 걱정이다,가난한 사람에게서 걱정이란 결국 돈이 없는 데서 생기는 걱정뿐이라는 말.,growth,2,4,,600458,https://opendict.korean.go.kr/dictionary/view?sense_no=600458
부자네 곡식은 정한 게 없다,남의 곡식을 마음대로 빼앗는 부자의 곡식이 얼마나 되는지 한도를 정할 수 없는 것처럼 부자의 재산은 어느 것이나 다 착취와 사기 협잡으로 긁어모은 것임을 비유적으로 이르는 말.,growth,2,4,sexual:gray,611006,https://opendict.korean.go.kr/dictionary/view?sense_no=611006
부지런한 부자는 하늘도 못 막는다,부지런하면 반드시 부자가 됨을 비유적으로 이르는 말.,growth,2,4,,611447,https://opendict.korean.go.kr/dictionary/view?sense_no=611447
아버지 주머니의 돈도 제[내] 주머니의 돈만 못하다,"아무리 가까운 부자간에도 자식이 아버지 돈을 함부로 쓸 수 없다는 뜻으로, 가까운 사이에도 계산은 정확해야 함을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘아버지 종도 내 종만 못하다’",growth,2,4,,613078,https://opendict.korean.go.kr/dictionary/view?sense_no=613078
가난한 사람의 한 등불이 백만장자의 일만 등불보다 낫다,가난한 사람이 남을 위하여 어떤 좋은 일을 하거나 내놓는 것이 비록 보잘것없고 적다 하여도 부자들이 많이 내는 것보다 귀중하다는 말.,growth,2,3,,600460,https://opendict.korean.go.kr/dictionary/view?sense_no=600460
게으른 선비 설날에 다락에 올라가서 글 읽는다,게으른 자가 분주한 지경에 이르러 부지런한 체한다는 말.,growth,2,3,,607239,https://opendict.korean.go.kr/dictionary/view?sense_no=607239
꿈에 본[얻은] 돈이다,아무리 좋아도 제 손에 넣을 수 없음을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘꿈에 본 천량 같다’,growth,2,3,sexual:gray,608300,https://opendict.korean.go.kr/dictionary/view?sense_no=608300
꿈에 본 천량 같다,아무리 좋아도 제 손에 넣을 수 없음을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘꿈에 본[얻은] 돈이다’,growth,2,3,sexual:gray,608299,https://opendict.korean.go.kr/dictionary/view?sense_no=608299
돈 모아 줄 생각 말고 자식 글 가르쳐라,자식을 위하는 가장 좋은 유산은 교육을 잘 시키는 일임을 강조하는 말. &lt;동의 속담&gt; ‘황금 천 냥이 자식 교육만 못하다’,growth,2,3,,609128,https://opendict.korean.go.kr/dictionary/view?sense_no=609128
돈주머니가 크다고 인심도 후하랴,돈이 많은 부자일수록 더 인색하고 인정이 없음을 비유적으로 이르는 말.,growth,2,3,sexual:gray,609102,https://opendict.korean.go.kr/dictionary/view?sense_no=609102
봄사돈은 꿈에도 보기 무섭다,대접하기 어려운 사돈을 춘궁기에 맞게 되는 것을 꺼려함을 비유적으로 이르는 말.,growth,2,3,,603640,https://opendict.korean.go.kr/dictionary/view?sense_no=603640
부자간에도 돈을 헤여 주고받는다,돈거래를 할 때에는 정확히 해야 함을 비유적으로 이르는 말.,growth,2,3,,603610,https://opendict.korean.go.kr/dictionary/view?sense_no=603610
부자일수록 근심은 더 많다,부자는 아무 근심도 없는 것 같지만 그 생활 속을 들여다보면 오히려 가난한 사람보다도 더 근심거리가 많다는 말.,growth,2,3,violent:gray,611011,https://opendict.korean.go.kr/dictionary/view?sense_no=611011
부자 하나면 세 동네가 망한다,"세 동네가 망하여야 그 돈이 모여 부자 하나가 난다는 뜻으로, 무슨 큰일을 하나 이루려면 많은 희생이 있게 됨을 비유적으로 이르는 말.",growth,2,3,,611002,https://opendict.korean.go.kr/dictionary/view?sense_no=611002
사돈이 소 어울러 탄 것 같다,"서로 자리를 양보하여야 할 두 사돈이 좁은 소 등에 함께 올라탄 것 같다는 뜻으로, 몸가짐을 바로 하기가 아주 부자연스럽고 어색함을 이르는 말.",growth,2,3,sexual:gray,603982,https://opendict.korean.go.kr/dictionary/view?sense_no=603982
사돈집과 짐바리는 골라야 좋다,"짐바리는 실어서 한쪽으로 기울지 아니하도록 고르게 쌓아야 하듯이, 사돈집도 여러 모로 따져서 한쪽이 기울지 아니하는 비등한 집을 골라야 자식들의 행복을 위하여서나 발전을 위하여 좋은 것임을 비유적으로 이르는 말.",growth,2,3,,604015,https://opendict.korean.go.kr/dictionary/view?sense_no=604015
새벽달 보려고 으스름달 안 보랴,"새벽달을 보겠다고 해 질 녘에 뜨는 초저녁달을 안 보겠느냐는 뜻으로, 아직 당하지도 아니한 미래의 일만 기대하다가 눈앞의 일을 소홀히 하지 말고 지금 당장 닥친 일부터 힘써야 한다는 말.",growth,2,3,,604061,https://opendict.korean.go.kr/dictionary/view?sense_no=604061
아버지 종도 내 종만 못하다,"아무리 가까운 부자간에도 자식이 아버지 종을 함부로 쓸 수 없다는 뜻으로, 가까운 사이에도 계산은 정확해야 함을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘아버지 주머니의 돈도 제[내] 주머니의 돈만 못하다’",growth,2,3,,613077,https://opendict.korean.go.kr/dictionary/view?sense_no=613077
하늘은 스스로 돕는 자를 돕는다,"하늘은 스스로 노력하는 사람을 성공하게 만든다는 뜻으로, 어떤 일을 이루기 위해서는 자신의 노력이 중요함을 이르는 말.",growth,2,3,,616202,https://opendict.korean.go.kr/dictionary/view?sense_no=616202
한 부자에 열 가난,‘부자 하나면 세 동네가 망한다’의 북한 속담.,growth,2,3,,615798,https://opendict.korean.go.kr/dictionary/view?sense_no=615798
혼인에 가난이 든다,"혼인 잔치에 너무 많은 재물을 써서 가난하게 된다는 뜻으로, 잔치를 크게 벌여 낭비하지 말라는 말.",growth,2,3,,616343,https://opendict.korean.go.kr/dictionary/view?sense_no=616343
황금 천 냥이 자식 교육만 못하다,자식을 위하는 가장 좋은 유산은 교육을 잘 시키는 일임을 강조하는 말. &lt;동의 속담&gt; ‘돈 모아 줄 생각 말고 자식 글 가르쳐라’,growth,2,3,,606961,https://opendict.korean.go.kr/dictionary/view?sense_no=606961
개미는 작아도 탑을 쌓는다,아무리 보잘것없고 힘이 없는 사람이라도 꾸준히 노력하고 정성을 들이면 훌륭한 일을 이룰 수 있다는 말.,growth,2,2,,607381,https://opendict.korean.go.kr/dictionary/view?sense_no=607381
경상도서 죽 쑤는 놈 전라도 가도 죽 쑨다,게으르고 가난한 사람은 어디를 가도 그 곤란에서 벗어나기 어렵다는 말.,growth,2,2,violent:gray,600983,https://opendict.korean.go.kr/dictionary/view?sense_no=600983
공부는 늙어 죽을 때까지 해도 다 못 한다,지식을 넓히고 수준을 높이기 위해서는 일생 동안 끊임없이 배우고 학습해야 함을 강조하여 이르는 말.,growth,2,2,violent:gray,601147,https://opendict.korean.go.kr/dictionary/view?sense_no=601147
꿈에 나타난 돈도 찾아 먹는다,매우 깐깐하고 인색하여 제 몫은 어떻게 해서든지 찾아가고야 마는 경우를 비유적으로 이르는 말.,growth,2,2,sexual:gray|violent:gray,608292,https://opendict.korean.go.kr/dictionary/view?sense_no=608292
"남산 봉화 들 제 인경 치고, 사대문 열 제 순라군이 제격이라","비상사태를 알리는 봉화가 남산에 오를 때 인경을 치는 것이나 새벽 통행금지 시간이 끝나면서 사대문을 열 때 통행자를 단속하는 순라군이 나타나는 것은 다 격에 맞는 일이란 뜻으로, 두 가지가 서로 잘 어울림을 비유적으로 이르는 말.",growth,2,2,,601734,https://opendict.korean.go.kr/dictionary/view?sense_no=601734
농군이 여름에 하루 놀면 겨울에 열흘 굶는다,"농사짓는 사람이 열심히 일해야 할 여름에 게으름을 피우면 추운 겨울에 곤란을 겪게 된다는 뜻으로, 여름 시간의 귀중함을 비유적으로 이르는 말.",growth,2,2,violent:gray,601948,https://opendict.korean.go.kr/dictionary/view?sense_no=601948
누울 자리 봐 가며 발을 뻗어라,시간과 장소를 가려 행동하라는 말. &lt;동의 속담&gt; ‘발(을) 뻗을 자리를 보고 누우랬다’ ‘이부자리 보고 발을 펴라’,growth,2,2,,608885,https://opendict.korean.go.kr/dictionary/view?sense_no=608885
대중은 말없는 스승이다,평범한 사람으로부터 창조적 지혜와 풍부한 지식과 경험을 배우게 된다는 말.,growth,2,2,violent:gray,602187,https://opendict.korean.go.kr/dictionary/view?sense_no=602187
도감 포수 마누라 오줌 짐작하듯,"도감 포수가 새벽에 영내(營內)에 들어갈 때 그 시각을 마누라가 오줌 누는 시간으로 짐작한다는 뜻으로, 분명하지 않은 일을 짐작으로 판단하고 믿으면 낭패하기 쉽다는 말.",growth,2,2,violent:gray,602248,https://opendict.korean.go.kr/dictionary/view?sense_no=602248
돈은 도적맞을 수 있어도 땅은 도깨비도 떠메고 갈 수 없다,땅이 가장 안전하고 없어질 걱정이 없는 재산이라는 것을 비유적으로 이르는 말.,growth,2,2,,609144,https://opendict.korean.go.kr/dictionary/view?sense_no=609144
돌 뚫는 화살은 없어도 돌 파는 락수는 있다,"세게 내쏘는 화살은 돌을 뚫지는 못하지만 여러 해를 두고 쉼 없이 떨어지는 낙수는 마침내 돌을 파서 움푹하게 만든다는 뜻으로, 무슨 일이나 오래도록 꾸준히 하면 결국 성공할 수 있음을 비유적으로 이르는 말.",growth,2,2,sexual:gray,602305,https://opendict.korean.go.kr/dictionary/view?sense_no=602305
드나드는 개가 꿩을 문다,꾸준하게 열성적으로 노력하는 사람이 일을 이루고 재물을 얻을 수 있다는 말.,growth,2,2,,609576,https://opendict.korean.go.kr/dictionary/view?sense_no=609576
만 리 길도 한 걸음으로 시작된다,훌륭하게 된 인물도 그 근본을 캐어 보면 범인(凡人)과 별 다름 없으나 노력한 결과로 그리되었다는 말.,growth,2,2,sexual:gray,602736,https://opendict.korean.go.kr/dictionary/view?sense_no=602736
무쇠도 갈면 바늘 된다,꾸준히 노력하면 어떤 어려운 일이라도 이룰 수 있다는 말.,growth,2,2,,603056,https://opendict.korean.go.kr/dictionary/view?sense_no=603056
물도 곬을 찾아야 큰 강에 든다,"물도 도중에 막히지 않고 제 곬을 찾아서 흘러가야 큰 강에 이르게 된다는 뜻으로, 사람은 처음부터 교육을 잘 받고 바른길에 들어서야 옳게 발전할 수 있음을 비유적으로 이르는 말.",growth,2,2,sexual:gray,610605,https://opendict.korean.go.kr/dictionary/view?sense_no=610605
미련한 놈 잡아들이라 하면 가난한 놈 잡아들인다,"돈이 없으면 잘난 이도 못난이 대접밖에는 못 받는다는 뜻으로, 배금주의에 젖은 세상인심을 비꼬는 말.",growth,2,2,sexual:gray,610268,https://opendict.korean.go.kr/dictionary/view?sense_no=610268
바다를 뜯어먹으라,해양 자원을 적극 개발·이용하여 나라의 경제를 발전시키고 국민 생활을 높이라는 말.,growth,2,2,violent:gray,610864,https://opendict.korean.go.kr/dictionary/view?sense_no=610864
발(을) 뻗을 자리를 보고 누우랬다,시간과 장소를 가려 행동하라는 말. &lt;동의 속담&gt; ‘누울 자리 봐 가며 발을 뻗어라’ ‘이부자리 보고 발을 펴라’,growth,2,2,,603276,https://opendict.korean.go.kr/dictionary/view?sense_no=603276
부자집 밥벌레,일은 전혀 하지 아니하면서 먹는 데만 눈이 밝은 게으름뱅이를 비유적으로 이르는 말.,growth,2,2,,603729,https://opendict.korean.go.kr/dictionary/view?sense_no=603729
부지런한 이는 앓을 틈도 없다,일에 열중하면 좀처럼 시간의 여유가 없음을 비유적으로 이르는 말.,growth,2,2,sexual:gray,611449,https://opendict.korean.go.kr/dictionary/view?sense_no=611449
새끼 많은 거지 말 많은 장자,"자식이 많으면 거지처럼 못살게 되고 말(馬)이 많으면 부자가 된다는 뜻으로, 가난한 살림에서는 자식이 많으면 살림이 매우 궁해짐을 비유적으로 이르는 말.",growth,2,2,violent:gray,604150,https://opendict.korean.go.kr/dictionary/view?sense_no=604150
새벽길을 걸어도 대문까지 못 나간다,아무리 일찍부터 서둘러도 도무지 능률이 오르지 아니하는 경우를 비유적으로 이르는 말.,growth,2,2,,604058,https://opendict.korean.go.kr/dictionary/view?sense_no=604058
새벽에 갔더니 초저녁에 온 사람 있더라,부지런히 하느라고 애썼는데 그보다 앞선 사람이 있을 경우에 이르는 말.,growth,2,2,,612031,https://opendict.korean.go.kr/dictionary/view?sense_no=612031
세월은 사람을 기다려 주지 않는다,무슨 일을 하든지 시간을 아껴서 부지런히 힘써야지 꾸물거리다가는 하여야 할 일을 못 하고 만다는 말.,growth,2,2,,604164,https://opendict.korean.go.kr/dictionary/view?sense_no=604164
쇠붙이도 늘 닦지 않으면 빛을 잃는다,비록 능력 있고 훌륭한 사람이라고 할지라도 꾸준히 배우고 수양을 쌓지 않으면 뒤떨어지고 잘못될 수 있음을 비유적으로 이르는 말.,growth,2,2,sexual:gray,612063,https://opendict.korean.go.kr/dictionary/view?sense_no=612063
썩돌에(서) 불난다,"치거나 맞비비면 부스러지기 쉬운 푸석돌에서도 불이 일어난다는 뜻으로, 얼핏 보기에는 불가능한 일이라도 좋은 방법으로 꾸준히 노력하면 가능하게 됨을 비유적으로 이르는 말.",growth,2,2,,604780,https://opendict.korean.go.kr/dictionary/view?sense_no=604780
앉은 영웅이 없다,아무리 뛰어난 인물이라도 노력하지 아니하고 활동하지 아니하면 성공할 수 없음을 비유적으로 이르는 말.,growth,2,2,sexual:gray|violent:gray,612732,https://opendict.korean.go.kr/dictionary/view?sense_no=612732
이부자리 보고 발을 펴라,시간과 장소를 가려 행동하라는 말. &lt;동의 속담&gt; ‘누울 자리 봐 가며 발을 뻗어라’ ‘발(을) 뻗을 자리를 보고 누우랬다’,growth,2,2,,605400,https://opendict.korean.go.kr/dictionary/view?sense_no=605400
있을 때 아껴야지 없으면 아낄 것도 없다,경제적으로 넉넉하다고 낭비하는 것을 경계하는 말.,growth,2,2,,605580,https://opendict.korean.go.kr/dictionary/view?sense_no=605580
재간을 배속에서 타고난 사람 없다,"재간은 선천적으로 타고나는 것이 아니라는 뜻으로, 무엇이든 노력을 하면 될 수 있음을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘재간을 배안에서부터 배우겠나’",growth,2,2,sexual:gray,614195,https://opendict.korean.go.kr/dictionary/view?sense_no=614195
재간을 배안에서부터 배우겠나,"재간은 선천적으로 타고나는 것이 아니라는 뜻으로, 무엇이든 노력을 하면 될 수 있음을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘재간을 배속에서 타고난 사람 없다’",growth,2,2,sexual:gray,614196,https://opendict.korean.go.kr/dictionary/view?sense_no=614196
재주는 장에 가도 못 산다,재주는 돈으로 살 수 있는 것이 아니고 배우고 익혀서 능력을 키워야 하는 것임을 이르는 말.,growth,2,2,,614173,https://opendict.korean.go.kr/dictionary/view?sense_no=614173
죄에는 벌이 오고 노력하면 보수가 온다,무슨 일에나 죄를 짓지 말고 성실하게 일하여야 함을 이르는 말.,growth,2,2,,615125,https://opendict.korean.go.kr/dictionary/view?sense_no=615125
주머니가 화수분이라도 모자라겠다,"주머니 속에서 돈이 샘솟는 듯하여도 모자라겠다는 뜻으로, 재물을 함부로 낭비하지 말라는 말.",growth,2,2,,606101,https://opendict.korean.go.kr/dictionary/view?sense_no=606101
천 리 길도 한 걸음씩 걸어서 가 닿는다,아무리 큰 일도 처음에는 작은 일부터 시작되며 그것이 쌓여서 큰 성과를 이루게 되는 것임을 비유적으로 이르는 말.,growth,2,2,sexual:gray,615263,https://opendict.korean.go.kr/dictionary/view?sense_no=615263
천 리 길을 찾아와서 문턱 넘어 죽는다,오랫동안 고생하며 추진하여 오던 일이 성공을 눈앞에 놓고 덜컥 잘못되는 경우를 비유적으로 이르는 말.,growth,2,2,violent:gray,615266,https://opendict.korean.go.kr/dictionary/view?sense_no=615266
초가집 대교(待敎)가 없고 물 건너 대교가 없고 얽은 대교가 없다,"가난한 집에서 대교 벼슬이 나올 수 없고 물 건너 사는 세력 없는 집에서도 대교가 나올 수 없으며 낯이 얽어 못생긴 사람 가운데서도 대교가 나올 수 없다는 뜻으로, 어떤 자격으로서 돈 많고 세력 있고 외모가 번듯해야 함을 요건으로 내세울 때 이르는 말. 옛날 규장각(奎章閣) 대교 벼슬의 인선이 매우 까다로웠다 하여 나온 말이다.",growth,2,2,violent:gray,606378,https://opendict.korean.go.kr/dictionary/view?sense_no=606378
탐관의 밑은 안반(安盤) 같고 염관의 밑은 송곳 같다,"탐관은 엉덩이에 살이 쪄서 엉덩이가 안반 같고 청렴한 관리는 엉덩이에 살이 빠져 송곳 같다는 뜻으로, 탐관은 재산을 모으고 청렴한 벼슬아치는 가난하게 지낸다는 말.",growth,2,2,sexual:gray,606562,https://opendict.korean.go.kr/dictionary/view?sense_no=606562
하룻저녁에 단속곳 셋 하는 여편네 속곳 벗고 산다,부지런하고 일 잘하는 사람이 가난하게 지내는 수가 많다는 말.,growth,2,2,sexual:gray,616469,https://opendict.korean.go.kr/dictionary/view?sense_no=616469
홰대 밑에 중머리 셋 앉으면 돈 안 모인다,집에 일 못하는 노인이 많으면 경제적으로 여유가 없게 된다는 말.,growth,2,2,,606911,https://opendict.korean.go.kr/dictionary/view?sense_no=606911
쌈짓돈이 주머닛돈,"쌈지에 든 돈이나 주머니에 든 돈이나 다 한가지라는 뜻으로, 그 돈이 그 돈이어서 구별할 필요가 없음을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘주머닛돈이 쌈짓돈(이라)’",growth,1,8,sexual:gray,604761,https://opendict.korean.go.kr/dictionary/view?sense_no=604761
주머닛돈이 쌈짓돈(이라),"주머니에 든 돈이나 쌈지에 든 돈이나 다 한가지라는 뜻으로,  그 돈이 그 돈이어서 구별할 필요가 없음을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘쌈짓돈이 주머닛돈’",growth,1,8,sexual:gray,606059,https://opendict.korean.go.kr/dictionary/view?sense_no=606059
게으른 년이 삼 가래 세고 게으른 놈이 책장 센다,"게으른 년이 삼[麻]을 찢어 베를 놓다가 얼마나 했는지 헤아려 보고, 게으른 놈이 책을 읽다가 얼마나 읽었나 헤아려 본다는 뜻으로, 게으른 사람이 일은 안 하고 빨리 그 일에서 벗어나고만 싶어 함을 이르는 말. &lt;동의 속담&gt; ‘게으른 놈[일꾼] 밭고랑 세듯’ ‘게으른 선비 책장 넘기기[넘기듯]’ ‘김매기 싫은 놈 밭고랑만 센다’",growth,1,7,violent:gray,607235,https://opendict.korean.go.kr/dictionary/view?sense_no=607235
영감님 주머니 돈은 내 돈이요 아들 주머니 돈은 사돈네 돈이다,남편이 버는 돈은 마음대로 할 수 있지만 아들이 버는 돈은 며느리가 주관하므로 어찌할 수 없다는 말.,growth,1,7,sexual:gray,613591,https://opendict.korean.go.kr/dictionary/view?sense_no=613591
가난도 암가난 수가난이 있다,"가난한 살림에는 여자가 살림을 잘 못하는 탓으로 못살게 되는 암가난과, 남자가 똑똑하지 못하여 살림이 쪼들리는 수가난이 있다는 말.",growth,1,6,,600447,https://opendict.korean.go.kr/dictionary/view?sense_no=600447
게으른 놈[일꾼] 밭고랑 세듯,"게으른 일꾼이 밭을 매다가 얼마나 했는지 헤아려 본다는 뜻으로, 게으른 사람이 일은 안 하고 빨리 그 일에서 벗어나고만 싶어 함을 이르는 말. &lt;동의 속담&gt; ‘게으른 년이 삼 가래 세고 게으른 놈이 책장 센다’ ‘게으른 선비 책장 넘기기[넘기듯]’ ‘김매기 싫은 놈 밭고랑만 센다’",growth,1,6,violent:gray,607237,https://opendict.korean.go.kr/dictionary/view?sense_no=607237
게으른 선비 책장 넘기기[넘기듯],"게으른 선비가 책을 읽다가 얼마나 읽었나 헤아려 본다는 뜻으로, 게으른 사람이 일은 안 하고 빨리 그 일에서 벗어나고만 싶어 함을 이르는 말. &lt;동의 속담&gt; ‘게으른 년이 삼 가래 세고 게으른 놈이 책장 센다’ ‘게으른 놈[일꾼] 밭고랑 세듯’ ‘김매기 싫은 놈 밭고랑만 센다’",growth,1,6,violent:gray,607240,https://opendict.korean.go.kr/dictionary/view?sense_no=607240
사돈도 이럴 사돈 다르고 저럴 사돈 다르다,같은 경우라도 사람에 따라 달리 대하여야 함을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘사돈도 이럴 사돈 저럴 사돈 있다’,growth,1,6,,603976,https://opendict.korean.go.kr/dictionary/view?sense_no=603976
사돈도 이럴 사돈 저럴 사돈 있다,같은 경우라도 사람에 따라 달리 대하여야 함을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘사돈도 이럴 사돈 다르고 저럴 사돈 다르다’,growth,1,6,,603977,https://opendict.korean.go.kr/dictionary/view?sense_no=603977
김매기 싫은 놈 밭고랑만 센다,"김매기 싫은 놈이 김은 안 매고 밭고랑만 세어 본다는 뜻으로, 게으른 사람이 일은 안 하고 빨리 그 일에서 벗어나고만 싶어 함을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘게으른 년이 삼 가래 세고 게으른 놈이 책장 센다’ ‘게으른 놈[일꾼] 밭고랑 세듯’ ‘게으른 선비 책장 넘기기[넘기듯]’",growth,1,5,violent:gray,607791,https://opendict.korean.go.kr/dictionary/view?sense_no=607791
같은 자리에서 서로 딴 꿈을 꾼다,겉으로는 같이 행동하는 듯이 하면서 속으로는 딴생각을 한다는 것을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘잠은 같이 자도 꿈은 다른 꿈을 꾼다’ ‘한자리에 누워서 서로 딴 꿈을 꾼다’,growth,1,4,,607301,https://opendict.korean.go.kr/dictionary/view?sense_no=607301
금 판 돈도 돈이고 똥 판 돈도 돈이다,형식이나 과정은 비록 달라도 본질에 있어서는 결과가 같은 경우를 비유적으로 이르는 말.,growth,1,4,,607941,https://opendict.korean.go.kr/dictionary/view?sense_no=607941
남의 돈 천 냥이 내 돈 한 푼만 못하다,아무리 적고 보잘것없는 것이라도 자기가 직접 가진 것이 더 나음을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘남의 집 금송아지가 우리 집 송아지만 못하다’ ‘내 돈 서 푼이 남의 돈 사백 냥보다 낫다’,growth,1,4,sexual:gray,608452,https://opendict.korean.go.kr/dictionary/view?sense_no=608452
내 돈 서 푼이 남의 돈 사백 냥보다 낫다,아무리 적고 보잘것없는 것이라도 자기가 직접 가진 것이 더 나음을 비유적으로 이르는 말. &lt;동의 속담&gt; ‘남의 돈 천 냥이 내 돈 한 푼만 못하다’ ‘남의 집 금송아지가 우리 집 송아지만 못하다’,growth,1,4,sexual:gray,601774,https://opendict.korean.go.kr/dictionary/view?sense_no=601774
돈에 대한 사랑은 돈이 자랄수록 자란다,돈에 대한 애착은 돈을 가지게 될수록 점점 자라나 끝이 없게 됨을 비유적으로 이르는 말.,growth,1,4,,609140,https://opendict.korean.go.kr/dictionary/view?sense_no=609140
돈이 돈을 번다,돈이 많은 사람이 그 이익을 통하여 돈을 더 벌 수 있다는 말.,growth,1,4,,609147,https://opendict.korean.go.kr/dictionary/view?sense_no=609147
돈이 장사라,돈의 힘은 장사의 힘과 같이 커서 세상일은 돈의 힘으로 어떻게든지 뜻대로 된다는 말. &lt;동의 속담&gt; ‘돈이 제갈량’,growth,1,4,,609152,https://opendict.korean.go.kr/dictionary/view?sense_no=609152
돈이 제갈량,제갈공명의 지혜와 같이 돈의 힘이 커서 세상일은 돈의 힘으로 어떻게든지 뜻대로 된다는 말. &lt;동의 속담&gt; ‘돈이 장사라’,growth,1,4,,609153,https://opendict.korean.go.kr/dictionary/view?sense_no=609153
